340|314
272|631
582|751
229|791
42|806
972|26
530|887
639|458
221|843
574|158
221|40
815|857
578|642
801|553
324|985
584|51
133|737
889|65
919|476
807|561
698|560
17|9
521|499
121|986
911|651
712|423
513|591
444|498
894|418
277|891
103|279
256|379
920|643
299|51
358|38
871|639
62|409
714|342
545|332
600|646
671|215
793|924
734|388
968|763
754|316
30|185
296|646
43|624
395|89
203|515
492|896
687|878
610|969
758|140
919|824
689|195
47|225
185|932
393|761
928|157
882|718
407|942
765|979
716|807
437|821
939|673
425|849
838|569
834|521
314|976
689|407
966|283
114|937
137|694
312|926
291|734
965|583
521|407
448|992
547|930
884|480
755|819
452|878
129|395
843|456
943|476
378|282
115|333
607|791
592|553
825|705
702|310
421|208
108|49
918|741
11|989
374|511
120|94
819|356
262|915
801|727
421|224
418|701
839|290
845|284
320|108
114|418
593|239
996|820
811|245
820|845
196|994
213|257
227|992
78|334
649|751
285|218
327|466
322|657
682|580
717|699
453|919
681|883
500|395
344|64
462|213
785|245
171|399
287|724
288|509
827|320
139|411
658|403
953|187
364|610
789|346
441|982
732|834
817|752
923|557
634|929
209|226
97|649
72|885
26|663
785|198
108|977
612|752
650|650
966|41
164|681
335|290
35|28
464|905
319|858
235|30
774|842
181|246
116|97
114|654
439|440
976|379
239|751
426|407
689|467
160|392
805|621
966|804
98|112
587|99
575|999
593|439
623|997
673|164
583|799
297|256
39|413
226|846
377|792
163|234
363|892
104|272
519|728
776|516
51|241
641|644
22|318
904|305
78|849
109|802
258|509
423|349
741|720
830|182
775|764
718|299
762|166
31|934
744|104
997|718
108|269
743|863
610|104
315|638
273|901
786|236
282|780
926|593
974|264
975|407
559|657
935|834
887|602
382|999
195|133
621|733
364|124
315|291
622|651
561|614
858|70
758|973
87|703
930|336
256|103
747|922
102|35
710|680
851|664
699|898
154|981
263|708
906|426
822|143
484|25
816|173
272|773
618|807
935|576
2|777
968|362
666|302
883|6
298|551
390|864
880|258
228|313
130|435
130|892
231|315
616|430
949|696
669|680
26|681
966|608
190|293
762|824
847|776
259|804
571|833
85|293
468|240
548|302
326|258
302|297
637|877
742|435
379|9
386|723
407|474
506|399
283|534
262|197
342|249
337|827
735|536
462|918
202|388
365|989
863|898
798|765
323|906
317|822
18|261
576|368
461|338
381|337
157|646
961|661
123|854
611|424
755|362
320|766
93|611
712|52
526|942
690|310
966|778
777|383
488|612
222|872
855|626
389|713
909|639
888|764
441|249
292|541
766|837
70|855
420|137
978|468
785|717
1000|387
96|640
922|601
654|671
132|154
477|84
750|109
695|783
616|445
711|592
609|620
198|189
725|461
923|122
830|507
955|676
586|506
7|376
294|446
233|617
41|764
118|261
481|612
81|957
231|456
821|181
721|282
840|795
628|471
42|966
607|962
395|491
676|872
789|528
461|787
635|137
542|24
737|626
195|927
135|626
6|508
16|777
328|757
735|904
651|744
121|929
833|370
540|541
955|464
909|999
771|692
541|394
940|631
617|286
847|758
647|785
331|898
918|908
583|30
652|506
956|644
905|370
229|841
797|717
760|619
476|804
246|641
382|519
810|365
789|975
899|557
844|362
347|277
979|664
107|199
774|579
766|398
125|877
60|83
852|694
160|651
415|604
176|921
954|220
28|341
672|636
637|565
662|13
438|400
679|430
448|687
24|105
212|824
202|24
755|304
458|427
583|995
584|698
212|439
674|527
924|135
623|373
718|303
225|765
321|254
812|800
687|699
742|895
623|715
122|980
238|411
303|14
725|127
18|255
549|740
175|550
174|967
845|886
926|415
698|311
671|175
752|241
300|181
59|612
37|111
173|731
41|808
889|932
989|71
322|192
386|36
288|948
199|854
354|581
501|553
612|154
89|546
804|952
859|600
895|85
872|58
86|311
91|928
491|616
394|710
804|924
646|697
856|696
506|605
39|85
343|660
763|886
424|283
659|530
167|790
152|806
190|380
838|536
553|116
258|478
603|468
895|975
599|699
734|59
232|647
282|870
31|262
420|812
296|57
646|85
329|911
306|348
974|606
890|87
731|776
740|323
61|921
380|870
316|910
886|185
575|694
525|599
538|516
925|55
353|782
970|933
941|132
367|828
840|804
463|316
104|201
971|387
613|260
832|371
148|133
513|614
551|834
227|790
782|714
581|204
397|758
719|884
765|196
685|709
883|41
216|264
198|291
205|507
145|182
758|144
45|197
59|596
780|231
754|353
475|496
772|560
842|78
24|996
475|940
938|180
555|119
664|38
633|380
565|731
209|604
630|123
17|805
487|314
365|350
812|916
867|970
228|300
676|965
372|664
826|565
262|655
328|284
959|102
92|961
555|406
177|845
861|85
850|472
844|531
865|530
597|160
972|902
622|754
782|106
215|33
460|978
975|82
458|363
231|935
135|434
754|531
351|392
782|187
526|376
646|765
677|790
850|5
394|362
307|368
322|88
171|90
614|666
387|112
659|350
236|436
923|271
757|536
515|829
365|178
159|478
396|705
755|884
485|364
132|256
87|941
302|52
73|326
651|625
36|262
403|36
911|358
380|681
379|668
777|457
145|824
87|185
680|94
172|959
19|748
68|164
255|574
397|364
202|358
633|741
716|148
747|387
798|491
944|924
795|241
441|803
471|491
661|149
450|103
25|68
419|465
934|92
935|827
733|111
660|809
174|566
625|826
934|118
876|156
529|943
228|77
737|709
766|302
243|735
139|574
391|198
739|23
55|484
779|485
681|500
154|59
800|254
679|756
452|389
155|138
770|801
606|874
80|649
43|128
773|590
474|51
623|349
742|331
430|324
805|369
87|468
961|654
917|941
374|88
502|843
987|152
358|865
528|971
237|278
264|22
594|891
793|970
6|94
633|6
282|491
419|891
224|102
181|592
815|474
750|350
849|763
240|648
911|116
759|621
371|391
968|219
69|104
364|459
134|239
271|504
94|755
116|124
60|685
380|673
105|296
79|402
115|205
405|920
10|375
468|648
312|132
151|91
